2017-11-17T11:40:59.108019	+023.7C
2017-11-17T11:41:09.095825	+023.8C
2017-11-17T11:41:19.082827	+032.8C
2017-11-17T11:41:29.068824	+037.7C
2017-11-17T11:41:39.055800	+039.1C
